name,latex,category,average,error,measurements
BR_Bc-_D0bar_K-,\frac{ f_c \times {\cal B} ( B_c^{-} \to  \bar{D}^{0} K^{-} ) }{ f_u },Bc/D,9.3e-06,2.7173759187798002e-06,"[{'value': 9.3e-06, 'error': 2.7829117620771877e-06}]"
fc.BR_Bc-_DsS-_DS0.-fu.BR_B-_Ds-_D0,\frac{ f_c \times  {\cal{B}} ( B_c^- \to D_s^{*-} D^{*0} ) } { f_u \times {\cal{B}} ( B^- \to D_s^- D^0 ) },Bc/DD,0.032,0.042999999999995,"[{'value': 0.032, 'error': 0.043}]"
fc.BR_Bc-_D-_D0bar.-fu.BR_B-_D-_D0,\frac{ f_c \times {\cal{B}} ( B_c^- \to D^- \bar{D}^0 ) } { f_u \times {\cal{B}} ( B^- \to D^- D^0 ) },Bc/DD,0.028999999999999995,0.053000000000011975,"[{'value': 0.028999999999999998, 'error': 0.053}]"
fc.BR_Bc-_DsS-_D0+BR_Bc-_Ds-_DS0.-fu.BR_B-_Ds-_D0,\frac{ f_c \times ( {\cal{B}} ( B_c^- \to D_s^{*-} D^0 ) + {\cal{B}} ( B_c^+ \to D_s^- D^{*0} ) ) } { f_u \times {\cal{B}} ( B^- \to D_s^- D^0 ) },Bc/DD,-0.001,0.014999999999999913,"[{'value': -0.001, 'error': 0.015}]"
fc.BR_Bc-_DS-_DS0.-fu.BR_B-_D-_D0,\frac{ f_c \times  {\cal{B}} ( B_c^- \to D_s^{*-} D^{*0} ) } { f_u \times {\cal{B}} ( B^- \to D^- D^0 ) },Bc/DD,3.4,2.299999999644444,"[{'value': 3.4, 'error': 2.3}]"
fc.BR_Bc-_DsS-_D0bar+BR_Bc-_Ds-_DS0bar.-fu.BR_B-_Ds-_D0,\frac{ f_c \times ( {\cal{B}} ( B_c^- \to D_s^{*-} \bar{D}^0 ) + {\cal{B}} ( B_c^+ \to D_s^- \bar{D}^{*0} ) ) } { f_u \times {\cal{B}} ( B^- \to D_s^- D^0 ) },Bc/DD,-0.003,0.01900000000000001,"[{'value': -0.003, 'error': 0.019}]"
fc.BR_Bc-_Ds-_D0.-fu.BR_B-_Ds-_D0,\frac{ f_c \times {\cal{B}} ( B_c^- \to D_s^- D^0 ) } { f_u \times {\cal{B}} ( B^- \to D_s^- D^0 ) },Bc/DD,0.003,0.0036999999999999997,"[{'value': 0.003, 'error': 0.0037}]"
"fc.BR_Bc-_DS-_D0.BR_DS-_D-_pi0,gamma+BR_Bc-_Ds-_DS0.-fu.BR_B-_D-_D0","\frac{ f_c \times  ( {\cal{B}} ( B_c^- \to D^{*-} D^0 ) \times {\cal{B}} (D^{*-}\to D^- (\pi^0,\gamma)) + {\cal{B}} (B_c^{-}\to D^- D^{*0}) } { f_u \times {\cal{B}} ( B^- \to D^- D^0 ) }",Bc/DD,0.020000000000000004,0.3200000000590165,"[{'value': 0.020000000000000004, 'error': 0.32000000000000006}]"
fc.BR_Bc-_DS-_DS0bar.-fu.BR_B-_D-_D0,\frac{ f_c \times  {\cal{B}} ( B_c^- \to D_s^{*-} \bar{D}^{*0} ) } { f_u \times {\cal{B}} ( B^- \to D^- D^0 ) },Bc/DD,-0.41,0.9099999999351677,"[{'value': -0.41, 'error': 0.91}]"
fc.BR_Bc-_Ds-_D0bar.-fu.BR_B-_Ds-_D0,\frac{ f_c \times {\cal{B}} ( B_c^- \to D_s^- \bar{D}^0 ) } { f_u \times {\cal{B}} ( B^- \to D_s^- D^0 ) },Bc/DD,-0.0038,0.0025999999999999994,"[{'value': -0.0038, 'error': 0.0026000000000000003}]"
fc.BR_Bc-_DsS-_DS0bar.-fu.BR_B-_Ds-_D0,\frac{ f_c \times  {\cal{B}} ( B_c^- \to D_s^{*-} \bar{D}^{*0} ) } { f_u \times {\cal{B}} ( B^- \to D_s^- D^0 ) },Bc/DD,0.07,0.09200000000008113,"[{'value': 0.07, 'error': 0.092}]"
fc.BR_Bc-_D-_D0.-fu.BR_B-_D-_D0,\frac{ f_c \times {\cal{B}} ( B_c^- \to D^- D^0 ) } { f_u \times {\cal{B}} ( B^- \to D^- D^0 ) },Bc/DD,0.08,0.07500000000002967,"[{'value': 0.08, 'error': 0.075}]"
"fc.BR_Bc-_DS-_D0bar.BR_DS-_D-_pi0,gamma+BR_Bc-_Ds-_DS0bar.-fu.BR_B-_D-_D0","\frac{ f_c \times  ( {\cal{B}} ( B_c^- \to D^{*-} \bar{D}^0 ) \times {\cal{B}} (D^{*-}\to D^- (\pi^0,\gamma)) + {\cal{B}} (B_c^{-}\to D^- \bar{D}^{*0}) } { f_u \times {\cal{B}} ( B^- \to D^- D^0 ) }",Bc/DD,-0.15000000000000002,0.1699999999980017,"[{'value': -0.15000000000000002, 'error': 0.17}]"
BR_Bc-_Jpsi_DSs-.-BR_Bc-_Jpsi_pi-,\frac {{\cal{B}} (B_c^{-} \to J/\psi D_s^{*-})} {{\cal{B}} (B_c^{-} \to J/\psi \pi^{-})},Bc/cc,10.4,3.4957116577488523,"[{'value': 10.4, 'error': 3.8509739027939416}]"
BR_Bc-_Jpsi_D-_KS0892bar.-BR_Bc-_Jpsi_D0bar_K-,\frac {{\cal{B}} (B_c^{-} \to J/\psi D^{-} \bar{K}^{*0}) } {{\cal{B}} (B_c^{-} \to J/\psi \bar{D}^0 K^-)},Bc/cc,6.3,3.9812058473753393,"[{'value': 6.3, 'error': 4.060788100849391}]"
BR_Bc-_Jpsi_DS0bar_K-.-BR_Bc-_Jpsi_D0bar_K-,\frac {{\cal{B}} (B_c^{-} \to J/\psi \bar{D}^{*0} K^- ) } {{\cal{B}} (B_c^{-} \to J/\psi \bar{D}^0 K^-)},Bc/cc,5.1,1.8439088914105533,"[{'value': 5.1, 'error': 1.886796226411321}]"
BR_Bc-_pi-_psi2S.BR_Bc-_pi-_Jpsi,\frac{{\cal{B}} ( B_c^{-} \to \psi(2S) \pi^{-} ) }  {{\cal{B}} ( B_c^{-} \to J/\psi \pi^{-} ) },Bc/cc,0.2682084061123551,0.0328220305397867,"[{'value': 0.268, 'error': 0.03402939905434711}]"
BR_Bc-_Ds-_Jpsi.BR_Bc-_pi-_Jspi,\frac {{\cal{B}} (B_c^{-} \to J/\psi D_s^{-})} {{\cal{B}} (B_c^{-} \to J/\psi \pi^{-})},Bc/cc,3.092050209107045,0.548524075119403,"[{'value': 2.9, 'error': 0.6634003316248793}, {'value': 3.8, 'error': 1.268857754044952}]"
BR_Bc-_Jpsi_DSs-.-BR_Bc-_Jpsi_Ds-,\frac {{\cal{B}} (B_c^{-} \to J/\psi D_s^{*-})} {{\cal{B}} (B_c^{-} \to J/\psi D_s^{-})},Bc/cc,2.8,1.0455152422457044,"[{'value': 2.8, 'error': 1.0891653599747637}]"
sigma_Bc-.-sigma_B-.BR_Bc-_chic0_pi-,{\frac{f_c}{f_u}} \times {\cal{B}} ( B_c^{-} \to \chi_{c0} \pi^{-} ),Bc/cc,9.800000000000001e-05,3.2989960300244873e-05,"[{'value': 9.800000000000001e-05, 'error': 3.3947692409050315e-05}]"
BR_Bc-_K-_Jpsi.BR_Bc-_pi-_Jpsi,\frac{{\cal{B}}( B_c^{-} \to J/\psi K^{-})} { {\cal{B}}( B_c^{-} \to J/\psi \pi^{-})},Bc/cc,0.069,0.01964688270438792,"[{'value': 0.069, 'error': 0.02027313493271329}]"
BR_Bc-_K-_K+_pi-_Jpsi.BR_Bc-_pi-_Jpsi,\frac{{\cal{B}} ( B_c^{-} \to J/\psi K^{-} K^{+} \pi^{-} )} { {\cal{B}} ( B_c^{-} \to J/\psi \pi^{-} )},Bc/cc,0.53,0.11180339887499159,"[{'value': 0.53, 'error': 0.12247448713915891}]"
sigma_Bc-.BR_Bc-_pi-_Jpsi.-sigma_B-.-BR_B-_K-_Jpsi,\frac{{f_c \times \cal{B}} ( B_c^{-} \to J/\psi \pi^{-} )}  {f_u \times {\cal{B}} ( B^{-} \to J/\psi K^{-} )},Bc/cc,0.06652951108102867,0.0018887082399077421,"[{'value': 0.068, 'error': 0.0119582607431014}, {'value': 0.06830000000000001, 'error': 0.00220454076850486}, {'value': 0.048, 'error': 0.009055385138137417}]"
BR_Bc-_Jpsi_D0bar_K-.-BR_Bc-_Jpsi_pi-,\frac {{\cal{B}} (B_c^{-} \to J/\psi \bar{D}^0 K^- )} {{\cal{B}} (B_c^{-} \to J/\psi \pi^-)},Bc/cc,4.319999999999999,1.3885243962994656,"[{'value': 4.32, 'error': 1.416474496770062}]"
BR_Bc-_Jpsi_DS-_KS0892bar.-BR_Bc-_Jpsi_D0bar_K-,\frac {{\cal{B}} (B_c^{-} \to J/\psi D^{*-} \bar{K}^{*0} ) } {{\cal{B}} (B_c^{-} \to J/\psi \bar{D}^0 K^-)},Bc/cc,2.1,1.1322543880147715,"[{'value': 2.1, 'error': 1.182201336490532}]"
BR_Bc-_pi+_pi-_pi-_Jpsi.-BR_Bc-_pi-_Jpsi,\frac{{\cal{B}} ( B_c^{-} \to J/\psi \pi^{+} \pi^{-} \pi^{-} )} {{\cal{B}} ( B_c^{-} \to J/\psi \pi^{-} )},Bc/cc,2.4414396886418275,0.3973662279511226,"[{'value': 2.41, 'error': 0.5547972602672079}, {'value': 2.55, 'error': 0.9270382947861432}]"
BR_Bc+_Bs_pi+,\frac{f_c}{f_s}  \times {\cal B} ( B_c^{+} \to  B_s^{0}\pi^{+} ),Bc/B,0.023700000000000002,0.0036169794090880054,"[{'value': 0.023700000000000002, 'error': 0.004072873427239972}]"
BR_Bsbar_K0_D0,{\cal{B}} ( \bar{B}_s^{0} \to D^{0} K^{0} ),Bs/D,0.0042959402696898545,0.0005825636056098478,"[{'value': 0.0043, 'error': 0.0007681145747868608}]"
BR_Bsbar_pi-_pi-_pi+_Ds+.-BR_B0bar_pi-_pi-_pi+_D+,\frac{{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} \pi^{+} \pi^{-} \pi^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{+} \pi^{-} \pi^{-} )},Bs/D,1.05,0.24166091949494328,"[{'value': 1.05, 'error': 0.32680269276736384}]"
BR_Bsbar_D0_K+_pi-.-BR_B0bar_D0_pi-_pi+,\frac{ {\cal{B}} ( \bar{B}_s^{0} \to D^{0} K^{+} \pi^{-} )}  {{\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^{-} \pi^{+} )},Bs/D,1.18,0.12999999999921655,"[{'value': 1.18, 'error': 0.17691806012954134}]"
BR_Bsbar_K0_D0S,{\cal{B}} ( \bar{B}_s^{0} \to D^{*0} K^{0} ),Bs/D,0.0027986783981361796,0.0010435525172583582,"[{'value': 0.0028, 'error': 0.0011045361017187263}]"
BR_Bsbar_rho-_Ds+,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} \rho^{-}(770) ),Bs/D,0.0850045103958877,0.016687583749791512,"[{'value': 0.085, 'error': 0.023820813568182046}]"
BR_Bsbar_D1S+_pi-.-BR_D1S+_Ds+_pi-_pi+.BR_Bsbar_Ds_pi-_pi+_pi-,\frac{{\cal{B}} ( \bar{B}_s^{0} \to D_{s1}^{+} \pi^{-} ) \times {\cal{B}}(D_{s1}^{+} \to  D_s^{+} \pi^{-}  \pi^{+})  }{{\cal{B}} ( \bar{B}^{0} \to D_s^{+} \pi^{-}  \pi^{+}  \pi^{-} )},Bs/D,0.04,0.010770329614268966,"[{'value': 0.04, 'error': 0.011489125293076056}]"
BR_Bsbar_KS0892_D0.-BR_B0bar_KS0892bar_D0,\frac{{\cal{B}} ( \bar{B}^{0}_s \to D^{0} K^{*0} ) }{ {\cal{B}} ( \bar{B}^{0} \to D^{0} \bar{K}^{*0} )},Bs/D,7.800000000000001,0.9695359714355897,"[{'value': 7.8, 'error': 1.1789826122551597}]"
BR_Bsbar_phi_DS0.BR_Bsbar_phi_D0,\frac{ {\cal{B}} ( \bar{B}^{0}_s \to D^{*}(2007)^{0} \phi(1020) ) }{  {\cal{B}} ( \bar{B}^{0}_s \to D^{0} \phi(1020) )},Bs/D,1.23,0.20880613018261548,"[{'value': 1.23, 'error': 0.21725560982400433}]"
BR_Bsbar_Ds+_K-_pi+_pi-.BR_Bsbar_Ds_pi-_pi+_pi-,\frac{{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} K^{-}  \pi^{+}  \pi^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D_s^{+} \pi^{-}  \pi^{+}  \pi^{-} )},Bs/D,0.52,0.05830951894845492,"[{'value': 0.52, 'error': 0.06557438524302}]"
BR_Bsbar_DSs+_K-,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{*+} K^{-} ),Bs/D,0.0016272965718497508,0.00013423831169758691,"[{'value': 0.0016300000000000002, 'error': 0.0005021894962228533}]"
BR_Bsbar_phi_DS0,{\cal{B}} ( \bar{B}^{0}_s \to D^{*}(2007)^{0} \phi(1020) ),Bs/D,0.0003699730029246398,5.8309519502388834e-05,"[{'value': 0.00037000000000000005, 'error': 6.855654600401044e-05}]"
BR_Bsbar_K-_Ds+,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} K^{-} ),Bs/D,0.0019378575092293708,0.0001702319380974714,"[{'value': 0.0019, 'error': 0.0002865618242460609}, {'value': 0.00197, 'error': 0.0003613776384358661}, {'value': 0.0024, 'error': 0.0012173062250103333}]"
BR_Bsbar_pi-_Ds+.-BR_B0bar_pi-_D+,\frac{{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} \pi^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{-} )},Bs/D,1.13,0.2797173529227528,"[{'value': 1.13, 'error': 0.25059928172283336}]"
BR_Bsbar_pi-_pi-_pi+_Ds+.-BR_Bsbar_pi-_Ds+,\frac{{\cal{B}} ( \bar{B}^{0}_s \to D_s^{+} \pi^{+} \pi^{-} \pi^{-} ) }{ {\cal{B}} ( \bar{B}^{0}_s \to D_s^{+} \pi^{-} )},Bs/D,2.01,0.42059481688667094,"[{'value': 2.01, 'error': 0.4657252408878007}]"
BR_Bsbar_pi-_Ds+,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} \pi^{-} ),Bs/D,0.030710710043461736,0.0018797216249423275,"[{'value': 0.029500000000000002, 'error': 0.0037502660366433805}, {'value': 0.0304, 'error': 0.004470370838605844}, {'value': 0.0367, 'error': 0.008467693787292084}]"
BR_Bsbar_phi_DS0.BR_B0bar_pi+_pi-_D0,\frac{ {\cal{B}} ( \bar{B}^{0}_s \to D^{*}(2007)^{0} \phi(1020) ) }{  {\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^+ \pi^-) )},Bs/D,0.42000000000000004,0.06403124237434576,"[{'value': 0.42000000000000004, 'error': 0.07549834435270751}]"
BR_Bsbar_DSs+_rho-,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{*+} \rho^{-}(770) ),Bs/D,0.11800939101429893,0.02710085495157326,"[{'value': 0.11800000000000001, 'error': 0.03665612902165501}]"
BR_Bsbar_phi_D0,{\cal{B}} ( \bar{B}^{0}_s \to D^{0} \phi(1020) ),Bs/D,0.00029997811047880905,3.6055513343572626e-05,"[{'value': 0.00030000000000000003, 'error': 4.58257569495584e-05}]"
BR_Bsbar_KS0892_D0,{\cal{B}} ( \bar{B}^{0}_s \to D^{0} K^{*0} ),Bs/D,0.004713635378317306,0.0011727332945670466,"[{'value': 0.00472, 'error': 0.001320075755401939}]"
BR_Bsbar_phi_D0.BR_B0bar_pi+_pi-_D0,\frac{ {\cal{B}} ( \bar{B}^{0}_s \to D^{0} \phi(1020) ) }{  {\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^+ \pi^- )},Bs/D,0.34,0.044721359549994365,"[{'value': 0.34, 'error': 0.04898979485566357}]"
BR_Bsbar_pi-_DSs+,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{*+} \pi^{-} ),Bs/D,0.02400574283408749,0.005416449872280222,"[{'value': 0.024, 'error': 0.0068842705376149895}]"
longitudinal_polarb_BR_Bsbar_phi_DS0,{|{\cal{A}}_0|^2} ( \bar{B}^{0}_s \to D^{*}(2007)^{0} \phi(1020) ),Bs/D,7.300000000000001,1.5297058540141977,"[{'value': 7.300000000000001, 'error': 1.5588457268119895}]"
BR_Bsbar_DSs+_K-.-BR_Bsbar_DSs+_pi-,\frac{  {\cal{B}} ( \bar{B}_s^{0} \to D_s^{*+} K^{-} )}{    {\cal{B}} ( \bar{B}_s^{0} \to D_s^{*+} \pi^{-} ) },Bs/D,0.068,0.005594782149609384,"[{'value': 0.068, 'error': 0.006151000585420015}]"
BR_Bsbar_D0_K-_K+,{\cal{B}} ( \bar{B}_s^{0} \to D^{0} K^{+} K^{-} ),Bs/D,0.0005698902765882432,6.402391248751737e-05,"[{'value': 0.0005700000000000001, 'error': 9.055385138137417e-05}]"
BR_Bsbar_KS0892_D0.-BR_B0bar_rho0_D0,\frac{{\cal{B}} ( \bar{B}^{0}_s \to D^{0} K^{*0} ) }{ {\cal{B}} ( \bar{B}^{0} \to D^{0} \rho^{0} )},Bs/D,1.48,0.3905124838196984,"[{'value': 1.48, 'error': 0.43520110293977887}]"
BR_Bsbar_D0_K-_K+.BR_B0bar_D0_pi-_pi+,\frac{ {\cal{B}} ( \bar{B}_s^{0} \to D^{0} K^{+} K^{-} )}  {{\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^{+} \pi^{-} )},Bs/D,9.3,1.1261438627671327,"[{'value': 9.3, 'error': 1.3207195008782147}]"
BR_Bsbar_phi_D0.BR_Bsbar_KS0892_D0,\frac{{\cal{B}} ( \bar{B}^{0}_s \to D^{0} \phi(1020) ) }{ {\cal{B}} ( \bar{B}^{0}_s \to D^{0} K^{*0} )},Bs/D,0.069,0.0147648230602334,"[{'value': 0.069, 'error': 0.01634013463836819}]"
BR_Bsbar_K-_Ds+.-BR_Bsbar_pi-_Ds+,\frac{{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} K^{-} )}{{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} \pi^{-} )},Bs/D,0.0755109282967434,0.0024034184387648817,"[{'value': 0.0752, 'error': 0.003077336510685824}, {'value': 0.097, 'error': 0.022045407685048604}]"
BR_Bsbar_D0_D0bar.-BR_Bu_D0_Ds-,\frac{{\cal{B}} ( \bar{B}^{0}_s \to \bar{D}^{0} D^{0} )}{{\cal{B}} ( B^{-} \to D^{0} D_s^{-} )},Bs/DD,0.019,0.004242640687119286,"[{'value': 0.019, 'error': 0.005196152422706632}]"
BR_Bsbar_Ds-_Ds+.-BR_B0bar_Ds-_D+,\frac{{\cal{B}} ( \bar{B}_s^{0} \to D_s^{-} D_s^{+} )}{{\cal{B}} ( \bar{B}^{0} \to D_s^{-} D^{+} )},Bs/DD,0.56,0.04999999999999922,"[{'value': 0.56, 'error': 0.06403124237432849}]"
BR_Bsbar_D-_D+.-BR_B0bar_D-_D+,\frac{{\cal{B}} ( \bar{B}^{0}_s \to D^{-} D^{+} )}{{\cal{B}} ( \bar{B}^{0} \to D^{-} D^{+} )},Bs/DD,1.08,0.2236067977494329,"[{'value': 1.08, 'error': 0.24494897427831783}]"
BR_Bsbar_DsDsInclusive,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{(*)+} D_s^{(*)-} ),Bs/DD,0.14176140602384635,0.011352446862491055,"[{'value': 0.305, 'error': 0.045343136195018535}, {'value': 0.43200000000000005, 'error': 0.15187603633808366}, {'value': 0.338, 'error': 0.07473339280402035}, {'value': 0.035, 'error': 0.018493242008906927}]"
BR_Bsbar_DSs-_Ds+,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} D_s^{*-} ),Bs/DD,0.12566234949836827,0.008502505199090519,"[{'value': 0.135, 'error': 0.020566963801203132}, {'value': 0.17600000000000002, 'error': 0.0608807510925311}, {'value': 0.27999999999999997, 'error': 0.12426138857169997}, {'value': 0.11299999999999999, 'error': 0.02582634314028992}]"
BR_Bsbar_DSs-_DSs+,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{*+} D_s^{*-} ),Bs/DD,0.13524405708041137,0.01097859280177784,"[{'value': 0.127, 'error': 0.02144761058952722}, {'value': 0.198, 'error': 0.0782616684931221}, {'value': 0.31000000000000005, 'error': 0.15796045686506072}, {'value': 0.17500000000000002, 'error': 0.042190046219457975}]"
BR_Bsbar_Ds+_D-.BR_B0_Ds+_D-,\frac{ {\cal{B}} ( \bar{B}^{0}_s \to D_s^{+} D^{-} )}{ {\cal{B}} ( B^{0} \to D_s^{+} D^{-} )},Bs/DD,0.05,0.008944271909999154,"[{'value': 0.05, 'error': 0.009797958971132711}]"
BR_Bsbar_Ds-_Ds+,{\cal{B}} ( \bar{B}_s^{0} \to D_s^{+} D_s^{-} ),Bs/DD,0.051737309726449424,0.006778208661363693,"[{'value': 0.057999999999999996, 'error': 0.020946887388043636}, {'value': 0.1, 'error': 0.049770287602314806}, {'value': 0.049, 'error': 0.012247448713915891}]"
fpara_Bsbar_KS_Jpsi,f_{\parallel} ( \bar{B}^{0}_s \to J/\psi K^{*0} ),Bs/cc,0.179,0.029966648127542583,"[{'value': 0.179, 'error': 0.03266496594212215}]"
BR_Bsbar_etaprime_Jpsi.BR_B0bar_rho0_Jpsi,\frac { {\cal{B}} ( \bar{B}^{0}_s \to J/\psi \eta^{\prime })} {{\cal{B}} ( \bar{B}^{0} \to J/\psi \rho )},Bs/cc,12.7,1.4960954290923352,"[{'value': 12.7, 'error': 1.8092063007831385}]"
BR_Bsbar_K0_K_pi_Jpsi,{\cal{B}} ( \bar{B}_s^{0} \to J/\psi K^{0} K^{\pm} \pi^{\mp} ),Bs/cc,0.009090048664034614,0.0008485330667365408,"[{'value': 0.0091, 'error': 0.001081665382639197}]"
BR_Bsbar_phi_phi_Jpsi.-BR_Bsbar_phi_Jpsi,\frac {{\cal{B}} ( \bar{B}^{0}_s \to J/\psi \phi(1020) \phi(1020) )} { {\cal{B}} ( \bar{B}^{0}_s \to J/\psi \phi(1020) )},Bs/cc,0.0115,0.0014001146451105618,"[{'value': 0.0115, 'error': 0.001571062198086001}]"
BR_Bsbar_etaprime_Jpsi,{\cal{B}} ( \bar{B}_s^{0} \to J/\psi \eta^{\prime } ),Bs/cc,0.00371,0.0009498332955419547,"[{'value': 0.00371, 'error': 0.001194778526504253}]"
fzero_Bsbar_KS_Jpsi,f_{0} ( \bar{B}^{0}_s \to J/\psi K^{*0} ),Bs/cc,0.49700000000000005,0.03535533905932742,"[{'value': 0.497, 'error': 0.04330127018922194}]"
BR_Bsbar_K0_Jpsi,{\cal{B}} ( \bar{B}^{0}_s \to J/\psi K^{0} ),Bs/cc,0.0003494415384534603,3.509407628459219e-05,"[{'value': 0.00032900000000000003, 'error': 6.731270311018568e-05}, {'value': 0.000366, 'error': 6.428063471995279e-05}, {'value': 0.00035, 'error': 9.219544457292888e-05}]"
BR_Bsbar_KS0_K_pi_Jpsi.-BR_B0bar_KS0_pi+_pi-_Jpsi,\frac{{\cal{B}} ( \bar{B}_s^{0} \to J/\psi K_S^{0} K^{\pm} \pi^{\mp} )}{{\cal{B}} ( \bar{B}^{0} \to J/\psi \pi^{+} \pi^{-} )},Bs/cc,1.6384664453998248,0.18824755133843074,"[{'value': 2.12, 'error': 0.26095976701399776}]"
BR_Bsbar_Jpsi_p_p,{\cal{B}} ( \bar{B}_s^{0} \to J/\psi p \bar{p} ),Bs/cc,3.58e-05,3.8078865529319615e-06,"[{'value': 3.58e-05, 'error': 5.03884907493765e-06}]"
BR_Bsbar_etaprime_Jpsi.BR_Bsbar_eta_Jpsi,\frac {{\cal{B}} ( \bar{B}^{0}_s \to J/\psi \eta^{\prime })}  {{\cal{B}} ( \bar{B}_{s}^{0} \to J/\psi \eta )},Bs/cc,0.8999999999999999,0.10018024634797312,"[{'value': 0.9, 'error': 0.10901649004454791}]"
BR_Bsbar_phi_psi2S.-BR_Bsbar_phi_Jpsi,\frac{{\cal{B}} ( \bar{B}_s^{0} \to \psi(2S) \phi(1020) )}{{\cal{B}} ( \bar{B}_s^{0} \to J/\psi \phi(1020) )},Bs/cc,0.49391536326780117,0.032102695964362285,"[{'value': 0.489, 'error': 0.041255302689472535}, {'value': 0.52, 'error': 0.16340134638368192}, {'value': 0.55, 'error': 0.15968719422671313}]"
BR_Bsbar_pi_pi_psi2S.BR_Bsbar_pi_pi_Jpsi,\frac{{\cal{B}} \bar{B}_s^{0} \to \psi(2S) \pi^{+}  \pi^{-} }{{\cal{B}} \bar{B}_s^{0} \to J/\psi \pi^{+} \pi^{-}  },Bs/cc,0.3404419816090146,0.05018244301534781,"[{'value': 0.34, 'error': 0.05916079783099616}]"
BR_Bsbar_eta_Jpsi.BR_B0bar_etaprime_Jpsi,\frac{ {\cal{B}} ( \bar{B}^{0}_s \to J/\psi \eta)} {{\cal{B}} ( \bar{B}^{0} \to J/\psi \eta^{\prime} ) },Bs/cc,0.73,0.1414213562387059,"[{'value': 0.73, 'error': 0.14282856857085702}]"
Deltaperp_Bsbar_KS_Jpsi,\delta_{\perp} ( \bar{B}^{0}_s \to J/\psi K^{*0} ),Bs/cc,0.01,0.16649726621950592,"[{'value': 0.01, 'error': 0.20824016850892618}]"
BR_Bsbar_fP2_Jpsi.-BR_Bsbar_phi_Jpsi,\frac {{\cal{B}} ( \bar{B}^{0}_s \to J/\psi f^\prime_2 )} { {\cal{B}} ( \bar{B}^{0}_s \to J/\psi \phi(1020) )},Bs/cc,0.2646285289224428,0.06304848483585858,"[{'value': 2.64, 'error': 0.4337049688440288}, {'value': 0.19, 'error': 0.0754983443527075}]"
BR_Bsbar_pi-_pi+_Jpsi.-BR_Bsbar_phi_Jpsi,\frac {{\cal{B}} ( \bar{B}^{0}_s \to J/\psi \pi^{+} \pi^{-} )} { {\cal{B}} ( \bar{B}^{0}_s \to J/\psi \phi(1020) )},Bs/cc,1.62,0.27202941021035265,"[{'value': 1.62, 'error': 0.31559467676119}]"
BR_Bsbar_K-pi+_psi2S.-BR_B0bar_K-pi+_psi2S,\frac{{\cal{B}} ( \bar{B}_s^{0} \to \psi(2S) K^{+} \pi^{-} )}{{\cal{B}} ( \bar{B}^{0} \to \psi(2S)  K^{+} \pi^{-}  )},Bs/cc,0.538,0.05235456045083469,"[{'value': 0.538, 'error': 0.06469930447848726}]"
BR_Bsbar_KS0_Jpsi.-BR_B0bar_KS0_Jpsi,\frac {{\cal{B}} ( \bar{B}^{0}_s \to J/\psi K^{0}_S )} {{\cal{B}} ( \bar{B}^{0} \to J/\psi K^{0}_S )},Bs/cc,0.04487059833893203,0.0063124194131102965,"[{'value': 0.378, 'error': 0.0772269383052313}, {'value': 0.042, 'error': 0.007507995737878386}]"
BR_Bsbar_Jpsi_f0.BR_f0_pi-_pi+,{{\cal{B}} ( \bar{B}_s^{0} \to J/\psi f_0(1370) )\times {\cal{B}} ( f_0(1370) \to \pi^{+} \pi^{-} )},Bs/cc,0.00033991482314681354,0.00012771721104907794,"[{'value': 0.00034, 'error': 0.00015309256196259955}]"
Deltapara_Bsbar_KS_Jpsi,\delta_{\parallel} ( \bar{B}^{0}_s \to J/\psi K^{*0} ),Bs/cc,-2.7,0.24839484698570413,"[{'value': -2.7, 'error': 0.31272991542223777}]"
BR_Bsbar_KS0892_psi2S.-BR_B0bar_KS0892_psi2S,\frac{{\cal{B}} ( \bar{B}_s^{0} \to \psi(2S)  K^{*0}  )}{{\cal{B}} ( \bar{B}^{0} \to \psi(2S)  K^{*0}   )},Bs/cc,0.538,0.07663550091172758,"[{'value': 0.538, 'error': 0.09217917335276989}]"
